"Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "DCCI1" "DCCI2" "DCCI3" "DCCI4" "DCCI5" "DCCI6+" "DCCInodcci" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"DCCI5" -1.73053970690782e-07 4.15016392616285e-08 -1.61268909171336e-07 -2.43937424334069e-07 -9.53894778580253e-08 -2.01883816061346e-07 -3.40757562556285e-07 -7.58624968466044e-07 9.06727186695509e-08 9.69156795994797e-08 1.07961021070661e-07 1.2328206681551e-07 -3.70224331635938e-08 -5.00522768219348e-08 -1.11276571986334e-08 -1.26219514102294e-07 -2.47077396381565e-07 -1.83828191405364e-07 -5.02308280826258e-07 -4.74602526995501e-07 -3.23646144762992e-07 -6.02766391347345e-07 -1.03884604045829e-06 -6.81319356981106e-09 -7.14226479282822e-08 -2.40549915987656e-08 -1.81009106679445e-08 -1.54247399179694e-07 -1.83285347176965e-07 -1.29542178116846e-07 -2.4861790941552e-07 -4.31016804123022e-07 6.97174035214261e-08 -1.05146408542975e-08 -6.59744592385696e-08 -1.71555283984644e-08 3.85781180250022e-09 -4.58496772081988e-08 -9.39314268803807e-08 -1.00382563417232e-07 -1.01665679757479e-06 -1.0123571844853e-06 2.11682592200477e-06 3.08993050173294e-06 3.97585015844552e-06 4.84245752703097e-06 6.8736129175834e-05 5.27422701005248e-06 1.36335681869609e-06 4.35938698441105e-07 3.27307331065766e-07 2.88323961486729e-07 1.77979481222037e-07 -2.5427378795242e-07 -7.00483879367492e-07 -1.34585889650024e-06 -2.27943959761422e-06 -3.3691834387552e-06 -4.72170168374538e-06 -6.26856613140034e-06 -8.12238673839256e-06 -1.32533725596777e-07
"DCCI6+" -2.5156742680183e-09 2.53210356801961e-07 1.01250989909739e-07 -2.27133102955014e-08 1.41766708140533e-07 9.23164250385674e-08 -7.10148004824496e-08 -1.40451733059628e-06 2.66134920157874e-07 2.57822204725248e-07 2.57114642450817e-07 2.86393696852149e-07 1.13609528251455e-07 9.46541632521867e-08 1.57604720240159e-07 6.46529338376987e-08 -2.21441393061871e-08 -2.03043876042606e-09 -3.17456687096243e-07 -3.22705585569661e-07 -1.26240937978544e-07 -3.64025688628566e-07 -8.38215451765197e-07 1.45023080365224e-07 8.56371733822389e-08 1.27439681956026e-07 1.26868293283037e-07 -1.67851148839391e-08 -6.12678590755555e-08 9.42002321480599e-10 -1.45268887298163e-07 -4.5851778066793e-07 2.40457909063644e-07 1.52075949086274e-07 1.02404724092525e-07 1.79219573410653e-07 1.79675126388538e-07 1.14690051930597e-07 7.76768144928112e-08 6.51727663738289e-08 -6.65319278369882e-07 -7.87611394201252e-07 2.06943697336538e-06 2.97636155626341e-06 3.81447570407568e-06 4.64647829439824e-06 5.27422701005248e-06 4.77473514879973e-05 1.35315310901389e-06 4.6835472283192e-07 3.66345914971358e-07 3.07535120976758e-07 1.74147161830274e-07 -2.45398332530923e-07 -6.53709389370996e-07 -1.21325026560084e-06 -2.03004990282804e-06 -3.02418288038183e-06 -4.29621806742687e-06 -5.85324080474504e-06 -8.08113258516227e-06 -1.16776973895505e-07
"DCCInodcci" -2.75709193671766e-06 -3.30098794691427e-07 -5.62517022919558e-07 -5.91767114084574e-07 -3.63080887418686e-07 -5.42963972047454e-07 -7.5349695667427e-07 -7.01853774083211e-06 -1.73492553820627e-06 -2.98983181059522e-06 -1.2421823877564e-06 -6.07321398257596e-07 -1.20846542327216e-06 -1.35810732696459e-06 -7.51716686578108e-07 -8.93414116284074e-07 -1.61528658430701e-06 -3.41488249902428e-07 -5.56696720340584e-07 -4.45562524459035e-07 -3.60676144743968e-07 -5.9761989114964e-07 -8.1932031357854e-07 6.32875282148542e-09 -1.27076707996713e-07 -4.01934166855875e-08 -1.4403936732934e-07 -4.14422759526479e-07 -2.70016079979018e-07 -2.09131649329173e-07 -7.47472122923419e-07 -8.98913195178201e-07 -6.18931660456935e-07 -9.17879877859793e-07 -1.08632000195325e-06 -7.58486142159219e-07 -9.59562426368258e-07 -1.56186708084123e-06 -2.38907452057291e-06 -3.26865645677674e-06 -5.28192090115571e-07 -6.38283271437215e-07 1.49165242209218e-06 1.40054417626565e-06 1.37241957066822e-06 1.3635837600411e-06 1.36335681869609e-06 1.35315310901389e-06 5.53970965261884e-05 -5.90316833145925e-07 -2.34610184639463e-07 4.51368983453956e-08 -9.01542898172336e-09 7.41657379962404e-08 9.15061714653643e-09 6.13501757770333e-08 1.09364586238786e-07 1.47322670829302e-07 8.04286033530192e-08 -1.96305933500643e-09 -1.68741510510965e-07 -3.85789287934493e-07
"AgeGr18-24" -3.55886174621105e-07 4.88947806939767e-07 6.22869525772694e-07 6.17377786035401e-07 8.16233563365668e-07 9.81444956276584e-07 1.06486217467923e-06 1.05429622495294e-06 -7.03600451090378e-07 -6.94722362223714e-07 -1.26234327742502e-06 2.16621893917509e-07 3.91597220512651e-07 -2.36067646386825e-07 3.86405814936181e-07 1.04808111781753e-06 7.62546014179656e-07 6.6142496165052e-07 7.61486666369965e-07 8.17786767226875e-07 9.9247832999864e-07 1.10601815102776e-06 1.16624033862384e-06 -1.31675415604731e-07 3.76921938058738e-07 -3.13906350672664e-07 2.93491009590367e-07 6.22061660269253e-07 1.55377708885533e-07 4.58918854930661e-07 1.0449967438707e-06 7.64848772943082e-07 1.38945290893819e-07 1.76109077223986e-07 2.78014407309778e-07 2.36788609579621e-07 9.17988544069516e-08 1.43515250980039e-07 6.4392013832297e-08 1.33277306039722e-07 8.43113399113603e-07 9.16694461299813e-07 2.3579420761112e-07 6.09409604013137e-07 5.37064684863054e-07 4.87875774704158e-07 4.35938698441105e-07 4.6835472283192e-07 -5.90316833145925e-07 1.77173201170919e-05 7.21880258607489e-06 7.15828719538077e-06 7.08042513548648e-06 6.88608270000372e-06 6.81747680349287e-06 6.73904154430702e-06 6.63452730618917e-06 6.54477971671697e-06 6.4522469445921e-06 6.3978783857883e-06 6.40532020837296e-06 2.99296784954238e-08
"AgeGr25-29" -2.16650072751375e-07 7.73704753772733e-07 7.98641846035456e-07 7.87776999971695e-07 9.76127930648322e-07 1.02512911860495e-06 1.01932488262211e-06 1.45862578762755e-07 -3.76903013347807e-07 -2.50699864110443e-07 -4.41203512577402e-07 6.12288355377275e-07 6.06438551457354e-07 1.83003296403913e-07 6.77233238759802e-07 1.0290906871519e-06 5.98585306071501e-07 8.64331883490755e-07 8.77460897663864e-07 9.02688527792788e-07 1.06554071259046e-06 1.09424962707226e-06 1.04672309660885e-06 2.49857727544222e-07 6.41114164369435e-07 1.40497759210649e-07 5.79010731398405e-07 7.35106007414681e-07 3.59877174255415e-07 6.18186654889053e-07 9.33623575791368e-07 4.77348995058967e-07 2.79034362650339e-07 2.71398949997807e-07 2.64437608426327e-07 2.90290899862257e-07 6.62669836345253e-08 1.83129274629672e-10 -1.11506627510002e-07 -2.97490840936414e-08 9.09749160814306e-07 9.45140334508944e-07 1.42144193786689e-07 3.94752554493397e-07 3.82023725091098e-07 3.60845469337388e-07 3.27307331065766e-07 3.66345914971358e-07 -2.34610184639463e-07 7.21880258607489e-06 1.68571216597229e-05 7.14729699500142e-06 7.07500421029999e-06 6.90009209354312e-06 6.84895403506079e-06 6.78984551990066e-06 6.70455305602242e-06 6.62612224918322e-06 6.5584712687046e-06 6.52203683694374e-06 6.55909609083639e-06 3.96280826666049e-08
"AgeGr30-34" -1.13161600270164e-07 6.40215615837205e-07 6.77104101149857e-07 6.99636762610426e-07 8.22970023486981e-07 8.64299123362576e-07 8.97311875975363e-07 2.20645111646537e-07 -2.85887863726171e-07 -1.55097585765705e-07 -2.09918405828824e-07 5.07693830230877e-07 5.51644152457443e-07 2.44187948104505e-07 5.78781941625115e-07 9.33692153861428e-07 5.9872592820429e-07 7.53056825927382e-07 7.77473072074729e-07 8.09629602521056e-07 9.26583552623645e-07 9.53437590976851e-07 9.75772953688348e-07 2.80021007276676e-07 5.93314138301345e-07 2.54436255650047e-07 5.39126186755015e-07 6.94186760769902e-07 4.38772402488563e-07 5.8793402875652e-07 9.08476407088986e-07 5.71160897744412e-07 2.36444401179562e-07 2.6305429406013e-07 2.36218146078022e-07 2.61744735753092e-07 1.0032034320491e-07 3.6187422350636e-08 -9.94703406128302e-09 6.81502774186247e-08 7.65580987516746e-07 7.81636991098337e-07 1.75392164216504e-07 3.18626688861875e-07 3.29635981190047e-07 3.18139052380859e-07 2.88323961486729e-07 3.07535120976758e-07 4.51368983453956e-08 7.15828719538077e-06 7.14729699500142e-06 1.51924061894752e-05 7.05533378483662e-06 6.9151855279427e-06 6.87435895256323e-06 6.82691604749608e-06 6.75937127403355e-06 6.69783563202925e-06 6.64171309351232e-06 6.61095525065138e-06 6.64224300397365e-06 4.01298485717713e-08
"AgeGr35-39" -3.95741540319446e-08 3.89087835940846e-07 4.04869538225196e-07 4.19314824314083e-07 4.99141670410057e-07 5.17509319311555e-07 5.24375183762677e-07 -7.45209531907679e-08 -1.23388980037446e-07 -6.1739620647264e-08 -1.06865761920516e-07 3.06619775055543e-07 3.41965813672787e-07 1.41214453088553e-07 3.39000963256002e-07 5.94219252877498e-07 3.30084568565179e-07 4.54924464140645e-07 4.70511849969218e-07 4.85973009613446e-07 5.59382938425718e-07 5.76876685787815e-07 5.68624718296329e-07 1.23867731483275e-07 2.89560059307548e-07 1.52597557764309e-07 3.1619258955068e-07 3.87947325183669e-07 2.65089377779814e-07 3.54253479674707e-07 5.66952208005707e-07 3.84172559905266e-07 6.44357173050158e-08 1.18501470701572e-07 9.90423034770613e-08 1.21096622427357e-07 4.8758919545605e-08 2.16855079172655e-08 2.83369012856914e-08 7.33485517567836e-08 4.62652297232357e-07 4.92775013233388e-07 9.47063230624749e-08 1.75380243163073e-07 1.93024601200235e-07 1.91145805435252e-07 1.77979481222037e-07 1.74147161830274e-07 -9.01542898172336e-09 7.08042513548648e-06 7.07500421029999e-06 7.05533378483662e-06 1.49193236236424e-05 6.93888349221294e-06 6.91460439102092e-06 6.88649912490081e-06 6.84617316960445e-06 6.80935197374263e-06 6.77626897948831e-06 6.75795374020731e-06 6.77651623555315e-06 1.6656927269895e-08
"AgeGr45-49" 6.54360996966603e-08 -2.35415284003415e-07 -3.21481695909705e-07 -2.77945598110631e-07 -3.69227424983983e-07 -4.79270752943935e-07 -4.30004118080623e-07 -6.01727326007561e-07 4.6516739612202e-08 1.17954086357477e-08 1.33955220320967e-07 -7.3915405050339e-08 -2.14137907583736e-07 -6.57471165193782e-08 -1.73548722147334e-07 -4.91398253499855e-07 -2.49851016171574e-07 -2.11673819409995e-07 -3.33763753189928e-07 -2.78388733081451e-07 -3.45129795975576e-07 -5.17542660716013e-07 -5.08050667642061e-07 1.37427928971784e-07 6.93825739867058e-08 2.97144837796883e-08 -8.44638336529582e-08 -1.80736331098613e-07 -1.23144710148629e-07 -2.11381006775563e-07 -5.18695700667785e-07 -3.13830513830977e-07 1.39096002126993e-07 7.03785785116107e-08 7.70677896697974e-09 2.45465671830981e-08 -5.73032960539896e-10 1.32092256030056e-08 -6.52741281152381e-08 -8.51833598893634e-08 -3.73102824992138e-07 -3.88466187383909e-07 -1.06961123650636e-07 -2.20245887675642e-07 -2.59995420695188e-07 -2.5789294880072e-07 -2.5427378795242e-07 -2.45398332530923e-07 7.41657379962404e-08 6.88608270000372e-06 6.90009209354312e-06 6.9151855279427e-06 6.93888349221294e-06 1.38119335509634e-05 7.03510542754616e-06 7.0694933608574e-06 7.11996347827801e-06 7.16349383920505e-06 7.20693592167296e-06 7.23487872620781e-06 7.23522076453378e-06 1.64304010441289e-08
"AgeGr50-54" 1.24363749106925e-07 -3.3109488424996e-07 -4.86946366680136e-07 -4.33193646855812e-07 -5.5742244551611e-07 -7.42564530284869e-07 -7.00486410211525e-07 -7.2752691676324e-07 1.15657194795072e-07 9.35944665009165e-08 2.56904747670831e-07 -2.86162203109432e-08 -3.10837925698568e-07 -7.1791151030642e-08 -2.15976001525484e-07 -7.82106293723067e-07 -4.21629143200024e-07 -2.03863068713026e-07 -4.1478963300486e-07 -3.48285453641046e-07 -4.24312443947428e-07 -7.10312373658653e-07 -6.88507044938085e-07 3.48041305839202e-07 2.44579507499776e-07 1.38941865003808e-07 -2.20050833333326e-09 -1.59691194463057e-07 -1.0547004362499e-07 -2.28250494957885e-07 -7.07588514729819e-07 -4.35689010083806e-07 3.52522745933726e-07 2.32901980495336e-07 1.15859788589527e-07 1.19389135679899e-07 4.37758528805452e-08 5.11701570631492e-08 -4.05517362641409e-08 -6.57950139906262e-08 -6.6435970179332e-07 -6.66113649602996e-07 -2.41356396497385e-07 -5.54591234312243e-07 -6.92647992934615e-07 -7.01158428070423e-07 -7.00483879367492e-07 -6.53709389370996e-07 9.15061714653643e-09 6.81747680349287e-06 6.84895403506079e-06 6.87435895256323e-06 6.91460439102092e-06 7.03510542754616e-06 1.62920184845435e-05 7.16993041151797e-06 7.27711050219151e-06 7.37211983113312e-06 7.46894910991117e-06 7.53830960331876e-06 7.56582287754224e-06 3.94302575823747e-08
"AgeGr55-59" 1.48303328904232e-07 -4.3490690612079e-07 -7.61325425116499e-07 -6.14498025336891e-07 -7.65218557066337e-07 -1.13646463784087e-06 -1.02090542147289e-06 -1.3154592204016e-06 1.72902418282051e-07 1.55740327221719e-07 3.31393808821102e-07 7.60814730553907e-08 -3.59929371064432e-07 -9.03524608297254e-08 -2.35403579157392e-07 -9.80211924673872e-07 -6.40916727607085e-07 -2.09254124226679e-07 -5.53147299859643e-07 -4.27660761158575e-07 -5.26801343621063e-07 -9.89675288382324e-07 -8.56840142227168e-07 5.00661043188698e-07 3.21357706776919e-07 2.19452125432575e-07 1.46117693916644e-07 -1.20112983157688e-07 -7.64657302810707e-08 -1.71877834979943e-07 -7.67099843071298e-07 -5.43541784014795e-07 4.90585000400074e-07 3.48666840348516e-07 1.86742316613557e-07 1.78742406054927e-07 1.05904418729253e-07 1.15130488028044e-07 3.00970078261621e-08 -1.48939547713305e-08 -1.12665783476787e-06 -1.2043567531547e-06 -4.00935431732682e-07 -9.35894717610554e-07 -1.21717216604424e-06 -1.31807105481291e-06 -1.34585889650024e-06 -1.21325026560084e-06 6.13501757770333e-08 6.73904154430702e-06 6.78984551990066e-06 6.82691604749608e-06 6.88649912490081e-06 7.0694933608574e-06 7.16993041151797e-06 1.73534254561555e-05 7.48190954244091e-06 7.64684283199792e-06 7.81787784916176e-06 7.94503810189922e-06 8.01038640256286e-06 6.05224156295016e-08
"AgeGr60-64" 1.85692601975132e-07 -6.13043119262513e-07 -1.36201023693156e-06 -9.59802375375823e-07 -1.12512041300467e-06 -1.89881976299955e-06 -1.37982975202397e-06 -1.09148469611055e-06 1.90869467412213e-07 1.98181576714635e-07 3.6902080830011e-07 2.03898107919067e-07 -3.13449339981063e-07 -5.61475433221112e-08 -2.57353205607815e-07 -1.08328552394071e-06 -6.4521384176709e-07 -9.3391874984487e-08 -7.00128875547802e-07 -4.20698609291363e-07 -5.26304501087573e-07 -1.30261227756485e-06 -9.21199930287225e-07 6.89175960305345e-07 4.37989942688436e-07 3.6463053263669e-07 4.07028386669967e-07 9.26837108975658e-08 1.14556912035947e-07 2.2620261855242e-09 -5.03214338153033e-07 -2.49714149254148e-07 6.51938500941915e-07 4.87933151613029e-07 2.93980305992558e-07 2.79011391667386e-07 2.72154152775984e-07 2.84307255409386e-07 2.32974514297173e-07 1.37750492420581e-07 -2.30822360372224e-06 -2.36295586652846e-06 -5.49981263098691e-07 -1.35665787706658e-06 -1.8968327665014e-06 -2.16364117001731e-06 -2.27943959761422e-06 -2.03004990282804e-06 1.09364586238786e-07 6.63452730618917e-06 6.70455305602242e-06 6.75937127403355e-06 6.84617316960445e-06 7.11996347827801e-06 7.27711050219151e-06 7.48190954244091e-06 2.26339162037481e-05 8.07379137523952e-06 8.36374953972257e-06 8.57993543553863e-06 8.6942724493127e-06 1.06524163817428e-07
"AgeGr65-69" 2.39160860123651e-07 -8.75298085514023e-07 -1.84173294291112e-06 -1.2070466212432e-06 -1.46897639326479e-06 -2.43514642007858e-06 -1.45924758553584e-06 -8.86535723851083e-07 1.84614499429453e-07 2.04019122856576e-07 3.68273768187926e-07 2.09563315843386e-07 -3.50342191034756e-07 -1.62969728595654e-08 -2.76013404444103e-07 -1.19664250105208e-06 -5.32293224685164e-07 5.49896898318986e-08 -5.35476368290007e-07 -2.73796426367228e-07 -3.88599966115387e-07 -1.14181211100717e-06 -6.62094101551876e-07 7.56444811857307e-07 4.90220248980716e-07 4.58032772585763e-07 5.4036919767736e-07 2.49547307862157e-07 2.66684419631551e-07 1.34103291239515e-07 -2.63022305733971e-07 5.7357125567656e-08 7.16413206056317e-07 5.6003568557456e-07 3.56493972468017e-07 3.72795651449867e-07 4.35590077568594e-07 4.37001010446422e-07 4.04533527252393e-07 2.87296575397076e-07 -3.55849873454936e-06 -3.6915807237524e-06 -6.62864493036072e-07 -1.71688022216417e-06 -2.53420142544125e-06 -3.11690726202356e-06 -3.3691834387552e-06 -3.02418288038183e-06 1.47322670829302e-07 6.54477971671697e-06 6.62612224918322e-06 6.69783563202925e-06 6.80935197374263e-06 7.16349383920505e-06 7.37211983113312e-06 7.64684283199792e-06 8.07379137523952e-06 2.57283136582443e-05 8.86148117234419e-06 9.16572288833545e-06 9.34132827137972e-06 1.61976054524611e-07
"AgeGr70-74" 2.02443858875527e-07 -6.06939856162909e-07 -2.45102428997315e-06 -2.28398107118373e-06 -1.66844267833615e-06 -3.29281599988335e-06 -3.84496619174534e-06 -1.14120436491477e-06 3.18557317851732e-07 2.69856003580339e-07 4.98538691320387e-07 3.32390969958273e-07 -6.33519313627332e-07 -3.19669522378359e-07 -5.10891571090802e-07 -1.76600886411083e-06 -1.57751415040958e-06 1.85996125072153e-07 -6.65083607885802e-07 -5.5440812703562e-07 -5.93926243337445e-07 -1.55829403500956e-06 -1.64804528350766e-06 8.34127983214123e-07 5.54070081028054e-07 5.05895332559429e-07 5.41324171987004e-07 9.56239735331998e-08 5.810914474549e-08 -1.37345363819772e-07 -6.21323560818326e-07 -4.45633237242539e-07 7.62672891007345e-07 4.38458206021795e-07 1.15585090830576e-07 2.97511501888163e-07 5.26602816704671e-07 4.9401318125508e-07 4.51803125812337e-07 2.07240878876828e-07 -4.64890917039769e-06 -4.82268045847919e-06 -7.21477942047268e-07 -1.99606150077786e-06 -3.15104194050293e-06 -4.12667230563686e-06 -4.72170168374538e-06 -4.29621806742687e-06 8.04286033530192e-08 6.4522469445921e-06 6.5584712687046e-06 6.64171309351232e-06 6.77626897948831e-06 7.20693592167296e-06 7.46894910991117e-06 7.81787784916176e-06 8.36374953972257e-06 8.86148117234419e-06 2.968135838066e-05 9.92749697129884e-06 1.0232874529843e-05 2.26057543969527e-07
"AgeGr75-79" 1.71573159302004e-07 -3.36853300574781e-07 -2.70901859240093e-06 -3.04243300849843e-06 -1.70708252916501e-06 -3.73037616626476e-06 -5.75504846962382e-06 -1.61755911123733e-06 3.94342315657128e-07 3.20646732176186e-07 5.899650753642e-07 4.16487943472397e-07 -8.15780713534503e-07 -6.29103407265306e-07 -6.95239722993636e-07 -2.1682703608929e-06 -2.74832860470216e-06 3.0156007778449e-07 -7.15005022628229e-07 -7.57570999014271e-07 -7.2095125759277e-07 -1.8093122553887e-06 -2.46080892452051e-06 8.92110947482229e-07 6.11161606214e-07 5.48144784693379e-07 5.36633260019031e-07 -1.18664754235672e-08 -9.9660917434768e-08 -3.32115148004074e-07 -8.9583921439485e-07 -8.49864853031415e-07 8.05041797134566e-07 3.61396816791105e-07 -5.15787960176483e-08 2.47123803223471e-07 5.97604142336224e-07 5.36488022689481e-07 4.80393735879113e-07 1.57172581302453e-07 -5.34130388554442e-06 -5.41584970117061e-06 -7.49928476151699e-07 -2.16962740135623e-06 -3.65508824864824e-06 -5.17520444571451e-06 -6.26856613140034e-06 -5.85324080474504e-06 -1.96305933500643e-09 6.3978783857883e-06 6.52203683694374e-06 6.61095525065138e-06 6.75795374020731e-06 7.23487872620781e-06 7.53830960331876e-06 7.94503810189922e-06 8.57993543553863e-06 9.16572288833545e-06 9.92749697129884e-06 3.86105528819538e-05 1.10232941816523e-05 3.2631398834514e-07
"AgeGr80+" 3.40821009013964e-07 2.78763061979989e-07 -2.19088282535476e-06 -3.02363487444445e-06 -1.31222530253734e-06 -3.39149340667848e-06 -6.34273078300789e-06 -1.09952044966349e-06 7.20050204510195e-07 6.53775200279242e-07 9.38168202246252e-07 8.03834428633472e-07 -4.64152958271631e-07 -1.23431113425343e-06 -7.32039835097109e-07 -2.08697505651657e-06 -4.98073884990559e-06 7.49753124355113e-07 -4.4472984434957e-07 -6.51226960310475e-07 -4.99748297040961e-07 -1.68601836302408e-06 -2.87665611866113e-06 1.23129722319794e-06 1.00466669769911e-06 8.93369566273903e-07 8.18070055165658e-07 2.24448520915904e-07 -1.01870812602734e-07 -3.04974250806371e-07 -8.34787614018768e-07 -1.34549086087408e-06 1.11258261959356e-06 5.6975760486178e-07 5.6826982205547e-08 4.6054496710471e-07 9.29824421906545e-07 8.20025470083595e-07 7.1278923991141e-07 3.5669735300193e-07 -5.01456242257837e-06 -4.88124161263207e-06 -7.66753875690337e-07 -2.24408874873125e-06 -4.09372191099624e-06 -6.21884712003005e-06 -8.12238673839256e-06 -8.08113258516227e-06 -1.68741510510965e-07 6.40532020837296e-06 6.55909609083639e-06 6.64224300397365e-06 6.77651623555315e-06 7.23522076453378e-06 7.56582287754224e-06 8.01038640256286e-06 8.6942724493127e-06 9.34132827137972e-06 1.0232874529843e-05 1.10232941816523e-05 3.92105561762229e-05 5.41409112288972e-07
"SexM" 1.60639304861005e-07 -3.16000802706249e-08 1.15796202984526e-07 2.19119057519975e-07 1.06690859757364e-07 2.12340175263405e-07 4.63415360442996e-07 2.5809144441618e-07 -6.2689696263381e-08 -7.0096752020417e-08 -5.07300535033744e-08 -2.10111399096112e-08 1.50743536989634e-07 2.19704573167696e-07 9.55443183844174e-08 2.77214470728034e-07 7.68311581448169e-07 9.29160270269026e-08 2.09377380472917e-07 3.10554144761759e-07 2.21840556037716e-07 2.88428306690726e-07 6.56339273986009e-07 1.73156711505497e-07 1.78375795863468e-07 1.04625363481035e-07 1.08723546536474e-07 2.85503285137256e-07 3.33897908689808e-07 1.88737823073285e-07 4.10241197221099e-07 9.48610716702293e-07 2.10482920050349e-07 2.81442241749157e-07 3.09474828254181e-07 2.14681534858e-07 1.11058137333244e-07 1.92690220214029e-07 2.08332639160104e-07 2.32022869916874e-07 1.46703066723721e-08 -8.30786822488597e-08 7.2706925967343e-08 1.07182177286532e-07 5.49589948200434e-08 -4.3983378201538e-08 -1.32533725596777e-07 -1.16776973895505e-07 -3.85789287934493e-07 2.99296784954238e-08 3.96280826666049e-08 4.01298485717713e-08 1.6656927269895e-08 1.64304010441289e-08 3.94302575823747e-08 6.05224156295016e-08 1.06524163817428e-07 1.61976054524611e-07 2.26057543969527e-07 3.2631398834514e-07 5.41409112288972e-07 3.41328589007176e-06
